;CO_IES;NO_IES;SG_IES;SG_UF_IES;NO_CAMPUS;CO_IES_CURSO;NO_CURSO;DS_TURNO;DS_FORMACAO;QT_VAGAS_CONCORRENCIA;NO_MODALIDADE_CONCORRENCIA;ST_BONUS_PERC;QT_BONUS_PERC;NO_ACAO_AFIRMATIVA_BONUS;NU_NOTA_CANDIDATO;NU_NOTACORTE_CONCORRIDA;NU_CLASSIFICACAO;ENSINO_MEDIO;QUILOMBOLA;DEFICIENTE;TIPO_CONCORRENCIA
1634;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;544,2;543,32;6;S;N;N;LB_PPI 
1635;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;543,38;543,32;7;S;N;N;LB_PPI 
1636;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;543,32;543,32;8;S;N;N;LB_PPI 
1637;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;609,22;564,76;1;S;N;N;LI_PPI 
1638;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;596,72;564,76;2;S;N;N;LI_PPI 
1639;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;589,28;564,76;3;S;N;N;LI_PPI 
1640;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;579,36;564,76;4;S;N;N;LI_PPI 
1641;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;575,42;564,76;5;S;N;N;LI_PPI 
1642;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;6;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;564,76;564,76;6;S;N;N;LI_PPI 
1643;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;1;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;508,48;508,48;1;S;S;N;LB_Q   
1644;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;2;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;625,26;598,9;1;S;N;N;LB_EP  
1645;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;2;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;598,9;598,9;2;S;N;N;LB_EP  
1646;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;3;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;647,16;636,82;1;S;N;N;LI_EP  
1647;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;3;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;640,92;636,82;2;S;N;N;LI_EP  
1648;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;21972;AGRONEGÓCIO;Integral;Bacharelado;3;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;636,82;636,82;3;S;N;N;LI_EP  
1649;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;777,32;693,58;1;N;N;N;AC
1650;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;776,28;693,58;2;N;N;N;AC
1651;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;768,8;693,58;3;S;N;N;AC
1652;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;760,16;693,58;4;N;N;N;AC
1653;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;752,74;693,58;5;S;N;N;AC
1654;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;750,4;693,58;6;N;N;N;AC
1655;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;749,62;693,58;7;N;N;N;AC
1656;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;748,3;693,58;8;N;N;N;AC
1657;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;747,88;693,58;9;N;N;N;AC
1658;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;739,12;693,58;10;N;N;N;AC
1659;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;737,46;693,58;11;S;N;N;AC
1660;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;735,32;693,58;12;N;N;N;AC
1661;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;733,66;693,58;13;N;N;N;AC
1662;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;733,02;693,58;14;N;N;N;AC
1663;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;731,58;693,58;15;N;N;N;AC
1664;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;731,3;693,58;16;N;N;N;AC
1665;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;731,24;693,58;17;N;N;N;AC
1666;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;730,92;693,58;18;N;N;N;AC
1667;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;730,88;693,58;19;N;N;N;AC
1668;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;730,26;693,58;20;N;N;N;AC
1669;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;728,34;693,58;21;N;N;N;AC
1670;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;728,16;693,58;22;N;N;N;AC
1671;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;727,54;693,58;23;N;N;N;AC
1672;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;727,38;693,58;24;N;N;N;AC
1673;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;727,02;693,58;25;N;N;N;AC
1674;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;726,7;693,58;26;N;N;N;AC
1675;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;725,66;693,58;27;S;N;N;AC
1676;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;724,36;693,58;28;N;N;N;AC
1677;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;724,04;693,58;29;N;N;N;AC
1678;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;720,54;693,58;30;N;N;N;AC
1679;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;719,86;693,58;31;N;N;N;AC
1680;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;719,72;693,58;32;N;N;N;AC
1681;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;718,46;693,58;33;N;N;N;AC
1682;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;718,2;693,58;34;N;N;N;AC
1683;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;718,04;693,58;35;N;N;N;AC
1684;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;717,9;693,58;36;N;N;N;AC
1685;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;717,54;693,58;37;S;N;N;AC
1686;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;717,42;693,58;38;N;N;N;AC
1687;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;715,62;693,58;39;N;N;N;AC
1688;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;715,1;693,58;40;N;N;N;AC
1689;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;715,06;693,58;41;N;N;N;AC
1690;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;713,34;693,58;42;S;N;N;AC
1691;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;712,98;693,58;43;S;N;N;AC
1692;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;711,46;693,58;44;N;N;N;AC
1693;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;711,22;693,58;45;N;N;N;AC
1694;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;711,02;693,58;46;N;N;N;AC
1695;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;710,96;693,58;47;N;N;N;AC
1696;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;710,92;693,58;48;N;N;N;AC
1697;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;709,44;693,58;49;N;N;N;AC
1698;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;709,06;693,58;50;N;N;N;AC
1699;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;709,02;693,58;51;N;N;N;AC
1700;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;708,78;693,58;52;N;N;N;AC
1701;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;708,72;693,58;53;S;N;N;AC
1702;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;708,68;693,58;54;S;N;N;AC
1703;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;708,3;693,58;55;N;N;N;AC
1704;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;708,2;693,58;56;N;N;N;AC
1705;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;706,56;693,58;57;S;N;N;AC
1706;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;706,36;693,58;58;N;N;N;AC
1707;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;705,54;693,58;59;N;N;N;AC
1708;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;705,28;693,58;60;S;N;N;AC
1709;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;704,86;693,58;61;N;N;N;AC
1710;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;704,82;693,58;62;N;N;N;AC
1711;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;704,62;693,58;63;N;N;N;AC
1712;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;704,5;693,58;64;N;N;N;AC
1713;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;703,96;693,58;65;N;N;N;AC
1714;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;703,94;693,58;66;N;N;N;AC
1715;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;703,6;693,58;67;N;N;N;AC
1716;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;702,9;693,58;68;N;N;N;AC
1717;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;702,48;693,58;69;N;N;N;AC
1718;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;702,16;693,58;70;S;N;N;AC
1719;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;702,12;693,58;71;N;N;N;AC
1720;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;701,08;693,58;72;N;N;N;AC
1721;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;701,06;693,58;73;N;N;N;AC
1722;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;700,3;693,58;74;N;N;N;AC
1723;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;699,7;693,58;75;N;N;N;AC
1724;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;699,16;693,58;76;N;N;N;AC
1725;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;698,88;693,58;77;N;N;N;AC
1726;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;698,38;693,58;78;N;N;N;AC
1727;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;698,16;693,58;79;N;N;N;AC
1728;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;698,14;693,58;80;N;N;N;AC
1729;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;698,1;693,58;81;N;N;N;AC
1730;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;697,96;693,58;82;N;N;N;AC
1731;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;697,66;693,58;83;N;N;N;AC
1732;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;697,6;693,58;84;N;N;N;AC
1733;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;697,22;693,58;85;S;N;N;AC
1734;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;696,98;693,58;86;N;N;N;AC
1735;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;696,86;693,58;87;N;N;N;AC
1736;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;696,76;693,58;88;N;N;N;AC
1737;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;696,7;693,58;89;N;N;N;AC
1738;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;696,6;693,58;90;N;N;N;AC
1739;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;696,08;693,58;91;N;N;N;AC
1740;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;695,92;693,58;92;S;N;N;AC
1741;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;695,92;693,58;93;N;N;N;AC
1742;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;695,8;693,58;94;N;N;N;AC
1743;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;695,3;693,58;95;N;N;N;AC
1744;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;695,12;693,58;96;S;N;N;AC
1745;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;694,88;693,58;97;N;N;S;AC
1746;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;694,84;693,58;98;N;N;N;AC
1747;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;685;AGRONOMIA;Integral;Bacharelado;105;Ampla concorrência;NÃO;;;694,64;693,58;99;S;N;N;AC
